raw_reviews,processed_reviews,robot_related?
"Touch Restaurant in Bakirkoy by the Atakoy Towers is restaurant of the future. The fast food restaurant has robots serving food to your table, but it's not just that. First you can order food on the table which is a fascinating duo of table and...touch screen. This takes touch screen ordering to a different level. Once you order the food, the table screen turns into live TV and the food you ordered is shown on the table while being cooked live. Once the order is ready, Robots serve the food directly to your table. It's not the only Robot restaurant in the world but it's uniquely executed.

It's not just the Robot and Touch screen tables concept which make this place great. The food is perfect too. Mainly it's a fast food serving Burgers and Pizzas. We ordered their Special Burger and it was really perfect. Juicy meat with freshness. The people in the kitchen are certainly not robots and great cooks. This is a place with style and substance both.

Being a relatively new concept, the restaurant does have serving staff for people who get confused by touch screen ordering. The staff is friendly and try their best to help. The pricing is very reasonable and nothing is pricey at all.

If you are motivated enough to try this tech-fueled great fast food restaurant, it's easily accessible by Metro at a walking distance from Yenibosna Station. Don't miss it.More","They have some kind of robot that brings your food to your table, but a human will serve it to you. Check out the robot waiter!",
Drive thru got home 2 minutes later food ice cold fries half empty.  I ate the fries and my gr ate 1 cheeseburger we didnt want the hassle.  My big mac ice cold her 2 sandwiches ice cold brought it back no refund.  Called back...later to plead my case again was told EJ was in the bathroom. Jeez look at reviews seems like contempt for thier customers.  I have terminal cancer this trip was a treat I allow myself this restaurant is poorly run and obviously letting food sit so long its ice cold. Train your peopleMore,Weird robot server. We also liked the robot waiter.,
"Now that I got your attention fellow Foodies I happened to meet Alex and Andrew from @thepizzaforno who were checking up on their latest Automated Pizza Making Box in East Markham !! Located at the Petro Canada at 16th Ave and 9th Line. They were...kind enough to walk me through how it worked and offered me a complimentary pizza !! I chose the MeatLovers pizza and got it cold so I could enjoy it later with the kids !! You can order pizza through the @thepizzaforno app or right at the Pizza Box, or through the app!! It takes most types of standard payments and only takes 3-4 minutes to make and you can order ahead of time or make it at home - My pizza took only 4 minutes to cook. Pros - Open 24 hours, and many selections, ready in a few minutes and fresh ingredients!! Cons - I only got to try one lol !! Give Pizza Forno a try and in this day and age of Covid-19, itâ__s a great alternative!! The pizza itself was amazing and Kid-Approved !!!More", A Robot ???? brings them to you it's fantastic.,
"You can easily make a reservation online to avoid disapointment. The waiters are friendly but didn't explain much. I took the mildest of the 3 spice levels which was still quite hot. Putting the meat and veggies in the pot was quite a mess since...I only had chopsticks and a soupspoon. When leaving I noticed other tables having clippers and a basket. There is a robot, who's supercute. It Brings the ingredients to the table. I enjoyed my food, it was delicious and enough variation. The place has a great vibe. It's clean and well taken Care of.More,I LOVE. THIS. PLACE. it took me so long to find a good hot pot place in Barna and i finally found it after a year. Definitely coming back regularly,As a Chinese living overseas, I am so excited to find this hotpot place while traveling to Valencia with my family. Children love it and my husband too! We stay in Valencia for 2 weeks and this is the second time we came (on the...request of my husband and kids). Everything is fresh and the taste is authentic! 
If there is one small thing to improve, I am
not sure if it is a good way to tell every guest that you have 1.5 hour to eat here. I understand there will be reservations afterwards and the table needs to turn over. But there might be better ways to explain. Especially today there was a table of 11 people, and other tables had to wait for a long long time to get served. Impossible to finish within 1.5 hours. Though in fact, they wonâ__t chase you out if you stay longer.More,A super delicious dinner together with my lovely family.
I'm frankly happy with the food at this place.,A very nice place and deliciuos food. The perfect place to share with your friends and family. I really really really love. I recomend you to do a reservation begore cause the place is almost full.,We loved the food and the people behind it pf course we will come again, we celebrated a birthdayð_¥°ð_¥°,As expat lived in China, so we are familiar with Hotpot. And itâ__s similar and absolutely great! The robot is completing it!,The food was great, amazing stuff, very recommending the place.
The hot soup is very spicy be careful but very good food.,We had a great experience! The robot waiter was fun, but above all: this is a classic hot pot restaurant in which you can enjoy a typical Chinese hot pot,We came as a group of eight people from various parts of the world. Luckily, one of us was a Chinese native, who explained how â__hot potâ__ works. It was delicious Szechuan food - the spiciest cuisine of China. Very delicious food and excellent service.,Really enjoyed our meal. Several options for stock to cook meat, seafood and vegetables. The spicy one was splendid and the mildest version was still very hot. Lots of dips and extras to spice it up even more. Will definitely go back.,I was there with my bf and another couple and we had an amazing time. The atmosphere is very nice and the restaurant itself is very clean and has an inviting look. The food was simply amazing. I love spicy (medium spicy was already very...very spicy) and to me the food was as authentic as in China. That's why I liked it so much. Reminded me of when I was living in Beijing.More,Super good! Everything was super amazing, my favorite hot pot place now !!!!! The fried tofu and everything was just wow,Great service and very cool feeling in the place. Felt very young!! The food was amazing and the price also amazing for the experience we got. We will be back for more,The place was really clean, the staff was friendly and helpful and the food delicious! We went with a standard combo of meats and seafood, it ended up being too much food, so we will order a la carte next time.","The highlight of the day was the robot waiter, a multi-shelved machine which ferries food to the tables, which delighted my 3 year old grandson.",
"Best place for beer lovers. The staff is very friendly and the chicken dishes here are excellent. Highly recommended,The placed is located on a small lane were on One side is full of eateries. The food and service is good. The Beer was great. 
Plz book in advance and go.
This lane is located in a residential area thus is a Noise Free...area. The place can get very noisy.More,Have a small selection of good beers, although a little on the expensive side as is their food.
Service always good.
Great place to chill with friends.,Have been there on multiple occasions (aft birthday party/evening get togethers) and each visit has been worth a good memory.

They have good beer (personally like wheat beer) though friends love black one. Red wine Sangria is nice as well while white wine sangria is...like a sugar syrup!!

They have board games ensuring everyone across age groups gets engrossed.

One big negative is the music which is stopped by 12 midnight, in the outdoor seating area.More,Brewbot is a nice place to hangout with friends or colleagues. The place has a lovely ambience and quality finger food. The place offers its own brews apart from the regular branded stuff.

Botwork Orange, their Belgian wit is the way to go if you...like a light citrusy and mildly spicy wheat beer. This one also happens to be our favourite. Floating Head, their hefeweizen beer is also pretty good.

Finger food served at Brewbot is also pretty good. The tacos were great. The guacamole with house made nachos was good too. The peri peri fries are extra hot and crisp.

Do try their juicy burgers...

Great experience.More,Was looking forward to visit this place - as found it to be the only in house brewery in mumbai, yes rest all have craft beers on tap but they donâ__t brew at the restaurant. Low on decor, small brewery. Has outdoor seating option too....Waiters are slow, donâ__t understand things and donâ__t deliver on time. Beers were below average. IPA was still better compared to wheat and stout. Stout was a total waste. Food wasnâ__t good either. Ordered 1 dishes and was delivered only 1. The waiter refused accepting the order, strange experience and total let down. Wound t recommend for beers.More,We tried a few beers, some were good and the rest average. The ambience was good. the food was pretty bad- we ordered the calamari and it was chewy and not fun to eat.,Value for money.food is good the choice is ok but not much.on weekends you Must book a table.ambience is ok.,Good Beer and Good Food.

Botwork Orange, their Belgian wit is the way to go if you like a light citrusy and mildly spicy wheat beer. This one also happens to be my favourite. Floating Head, their hefeweizen beer is also pretty good. With Zomato...Gold 2+2, its a sweet deal.

Finger food served at Brewbot is also pretty good. The tacos were great. The guacamole with house made nachos was good too. The peri peri fries are extra hot and crisp. Do try their juicy burgers, forgetting the name though.More,Brewbot has a nice ambience going for them, they have a small outdoor seating as well. They have a good selection of beers on tap, i personally like their wheat beer. Good finger food which goes well with the beer.,Located in the lane full of restaurants, it brewery is the main pull factor for beer lovers (Though I am more of a Old Monk person ð___). The food is something which has never disappointed me. The French Fries options are just tasty and filling....Hangover fries is the one which is there in image. The portion of each dish, it's damn good for two people. The burger which we tried was also tasty. And last but not the least, the manager of the place has been very helpful whenever I have visited the place. Three cheers to him and his team. One have not given 5 star as sometimes I don't like the music.More,Had been here with my cousins to enjoy some drinks on saturday night.However, were bit disappointed with the service and options of Craft Beers available.  There are around 8-10 options to choose the variances but few of them weren't available.  In the limited choices, we...had called for Honey Basel speciality which was just Ok in taste.  Food order took good time to be serverd and tasted average. The prices of the other drinks are also bit on a higher side. Overall, it wasn't a great experience compares to the price we paid for food and drinks.

PS: You should allow guest to taste the house special @ the table than going at the bar counter!More,It was my1st visit to this happening place in Andheri, Mumbai besides famous Punjab Grill. Great blending of freshly brewed beer will quench your thirst. Additionally the menu is quite spread with sumptuous items..,Me & the wifey decided to head All the way to Andheri to sample Brewbot's famous craft beers. It was a Saturday night but we managed to get a table after hanging at the bar and trying out their sample of beers which were all...quite good but one that stood out for both of us...the Black Mamba. The coffee & chocolate infused flavour had us hooked. If only they would open somewhere closer, I'd be a regular visitor.More,HIGHLIGHTS- 

All their Finely Crafted Beers ð__º

Apple cider 

Black Mamba were my favourites.

ð__´Blue cheese tenderloin sliders 

ð__µTony Montana Disco fries.

ð___ LOCATION- It's Veera Desai Area which is at walkable distance from DN Nagar metro station.
 

ð___ AMBIANCE- Beautiful lights and the big...bar station with Robot images as backdrop with some huge beer tanks. Cozy Seating arrangements. Feels like an Irish bar because of it's rustic vibe. Outside seating available.

ð___ SERVICE- Staff is humble and knows their work. Quick service. The Brewery tour guided by Mr. Vaibhav was knowledgeable.

ð___ BEERS - ð__» Crafted Beers from Brewbot are considered as best in Mumbai. They do not use any synthetic material in production of their beers. Matching the beers originating from USA and Germany for the Indian beer lovers would have been a challenging task but they've certainly succeeded in that. 

ð__»OutCider - ð__«ð__· From France with love the Apple cider has sweetness of apple with dry finish. Fresh aroma of Himalayan apples. One of my personal favourite from all the beers I tried.

ð__»Skywalker- ð__©ð__ª with the German origin this beer is smooth on the palate. Fruitiness is brought out by fermentation.

ð__»Draft punk- ð__ºð__² Style- Pale ale India has a complex malt profile with moderate bitterness. Grapefruit and citrus notes on the palate.

ð__»Floating Head- ð__©ð__ª German origin beer with wheat malt profile with moderate banana fruitiness with bubble gum and close accents.

ð__»Black mamba- ð__¬ð__§ British Origin Mamba is one of my favourites. Oat flavour accented by Chocolate and raisins followed by coffee is like the best combination.

ð__»Botwork orange- ð__§ð__ª Belgium being the origin here this beer has prominent coriander hint. There is a slight zesty Orange fruitiness on the palate.

ð__»Mystery pale ale - ð__ºð__² This Pale ale from USA has hop bitterness with caramel to balance it with tropical citrus touch.

ð___ APPETIZERS-

ð__®

ð__µCrispy avocado tacos- lemon and sriracha aioli together with coleslaw and pickled onion tasted garden- fresh.

ð__´Chicken tinga- This time coleslaw with pickled onion and sour cream. Brilliant. A must try.

ð__´Crispy fish tacos- Spicy yet tangy salsa with guacamole with Jalape_±os topped with sour cream garnished with fresh cilantro was drool worthy.

ð__´Goan Chorizo Potato Skins- Sriracha aioli was disappointing a bit because there was no spicy flavour in it.

ð__´Peri peri chicken sliders- So tender and juicy chicken with little microgreens. Purple cabbage slaw added an extra cherry to the dish. A must have.

ð__´Blue cheese tenderloin sliders- Beautiful Monterey Jack cheddar with barbecue sauce caramelized onion jam with crispy elements like microgreens and onion rings made this dish the hero of the evening. â­_ Loved it the most.

ð__µ1/2 dozen pita falafel slider- Harissa hummus was disappointing. The tabolueh, lemon aioli and paprika chillies somehow balanced the whole dish. Presentation was great.

ð__µTony Montana disco fries - Spicy piri piri fries topped with beer cheese sauce, sauteed onions and delicious aioli with Jalape_±os made this dish one heck of a comfort food Craving . Delicious. Goes well with almost all the beers.

ð___

ð__µSriracha Cottage Cheese pizza- ð___ Thin crusted, cheesy pizza with tender spicy cottage cheese was wonderful. Yes a must have.

ð__´Chipotle chicken pizza- Slightly disappointing to my taste buds. If given an option I would go with cottage cheese pizza over this anytime.

ð___ DESSERTS- Both willy Wonka and Icecream sundae were yummy.

â­_Alert for all the Beer lovers out there. 

This place is highly recommend!!!â­_More", They introduced a robot service where a robot comes to serve you food.,
"Really disappointed tonight to go to the restaurant and find they had a 10% surcharge on a Sunday!  I understand a  10% on a Public Holiday but on a Sunday?  Also a 1% surcharge for credit AND debit card. Sorry Spice Market we wonâ__t be...back.More,Today we went to the recently opened SPICE MARKET at Karrinyup Shopping centre.
That was our first mistake...
Our second was to order their Chicken Satay Skewers followed by a Laksa with Chicken Breast.
Both dishes tasted like the same boiled pieces of chicken were...used from what we can only assume was a pile of pre-cooked chicken in the kitchen.
The best Satay is made by marinating the raw chicken in a special marinade overnight. This marinade is the most important part of the recipe and includes lots of spices and ingredients, such as the following: Lemongrass/Garlic/Shallots/
Turmeric powder/Coriander powder/Chili powder/Salt and sugar
The next step is to pound all the ingredients above with a mortar and pestle until it becomes a fine paste. Only then do you add the raw meat to ensure that every skewer is bursting with robust flavors. When ordered, the skewers are grill over an open flame for 2-3 minutes on each side until the meat is fully cooked and the surface is nicely charred, on both sides.
The final result is served with a peanut sauce either smothered over the top or in a separate ramikin.
Spice Markets version was strips of plain, unmarinated, boiled chicken with a rather bland peanut sauce on top. Much quicker and a lot easier to make, but dull, colourless and boring!
Our third mistake was to order a LAKSA...Surely, even a Thai themed restaurant knows how to make a fairly authentic Malaysian Laksa...?
Not this one - NO!
The same bland lifeless strips of white boiled chicken were added to an anemic looking white broth that tasted only of stock and coconut. Even the addition of a red chili paste could not breathe life into this asian classic staple.
My wife ordered the Tom Yum Goon which to it's credit had a number of good sized prawns in a passable broth with loads of mushrooms.
Would we try the 'SPICE' Market again? NO WAY!!!
There are far too many restaurants of asian origin that cook asian food properly and don't take so many unpleasant shortcuts.More,We had a young boy to our table and could not understand a thing we said. We were nice and tried but this kid had no knowledge of English at all. How is he allowed to work on a visa when we know to get...that work visa he has to know understand and speak English. This needs to be reported. The food was 5/10 at best. Shocking and will never go backMore,Absolutely beautiful food. Robots are great ð___ love how you can order via the app. We had money bage,dumplings,satay sticks,more dumplings ! Highly recommend,Walked in on Sunday night with the family and stood at the register for about 7-8 mins and was completely ignored by at least 4 staff. No-one acknowledged us, even attempted to serve, or even said - won't be a minute.

Pathetic.

They should get...more robots and sack the humans.

Walked out, never againMore,Wagyu beef cooked to perfection 
Sweet chilli and sour in perfect blend in the beef salad
Soft shell crab bao is delicious 
Chilli jam noodles filling and flavoursome 
Tropical thunder mocktail is mango in a glass, amazing
Washed down with a pino  colada it's a...real taste of authentic Thai food
And delivered by an adorable robotMore,Hi all
Walked in on an early sunday evening.  Place was packed.  Pleasant efficent staff and a robot!  We ordered two starters and two mains which was a bit too much for us!  The food was fresh and tasty and a definite step up from...the usual Thai place.  We thought the value for money was very good.  Would go back.More,Great selection on menu, good quality of offerings, we found this restaurant to be of a good standard
After eating small amounts of fish and huge amounts of chips at exorbitant pricing for being close to the water this restaurant offered something quite refreshing.,Excellent food! We loved the robot waiter and ordering online was easy. The Thai pork salad was huge and delicious.  Highly recommend this restaurant.,Didnâ__t know what to expect from the small front entry. Was not disappointed! Lots of room inside. Great menu to choose from were your can have a base noodle/ rice/salad/etc and choose your meat. Service was quick and it was a robot! Yep a robot...brings out your meals. Food was delicious/healthy /fresh and full of flavor   Great choice of cocktails etc. will definitely be back.More,The meals are really well presented, they look good, enticing.The decor and ambience is nice .The service is pretty good for a busy restaurant BUT This restaurant is not Thai .The main ingredient in every meal is sugar . There is precious little chilli or...other spices..so the name is a falsehood . I spend a lot of time in Thailand,this food is some sort of fusion , Australians have sugar in their fast food so give them the same ?
   If you know nothing about Thai food and want a change from Hungry Jacks OK.. but it is not a Thai dining experience at allMore,Wow what a treat. My salad was delicious . Papaya Salad with BBQ pork $21.90. Fresh and so tasty. My partner had Kuy teaw lord noodles. Steamed flat rice noodels shitike, dried shrimp, chicken mince, prawns, peas, carrot, spring onion, tofu & bean sprouts with...home made soya sauce. That also was delicious. $17.90. Service was good and place was very clean.More,Wednesday night booking. Was quite busy.  Food was amazing- great presentation & taste. Big selection on menu. Took half hour for our first drink to arrive.  Second drink came after we had finished our meal. Looked like only 1 girl preparing drinks.,Very noisy or vibrant. Fully booked or busy. High tech or impossible for the non-smart phone users. Love the novelty. Run by maybe a hunch of entrepreneurial youngsters. Chives dumplings were ok. Tom yum was ok. Stir fry veg was a tad undercooked but I...donâ__t mind a solid piece of broccoli.  Will hope to try Steamer barramundi next time!More,We went here as a family for dinner. The waitress explained how to order through our phone, so clever and so convenient. Food came out on the robot which we all loved. We had the chicken boa, amazing. The pad Thai, satay stirfry and the...masaman beef. Everything was so delicious and I feel really well priced. Great addition to freo!More", I then got onto the help robot again whilst in the restaurant.,
"If you are a sushi fan, this is a good place to try. The restaurant has the take-yourself sushi belt and robot server. So everything can be done self service from your table, including online food or drink ordering through touch screen tablet. The sushi...variety is great and they are delicious. Price is reasonable although you tend to spend more because of the small serving of each plate. The restaurant ambiance is inviting.More,We took the kids to this newer revolving/conveyor belt sushi place as it has robots and games.  When you order your drinks, a robot brings them to you beeping as it arrives.  You then can pull the plates of what you want off the conveyor...belt (lower belt) or, if you want something not on the line, you can order dishes and they show up zoomed to your table on the upper conveyor belt.  Each time you eat 15 plates worth of food, you get an anime/manga prize, which worked on our kids wanting to try more.  There are also animations when you deposit a certain number of plates into the counter.  Not inexpensive, but the sushi quality was good for a conveyor belt place.  I would be happy to come back, but there can be a long wait to get in.More", The wait-staff here remind one of robots programmed with huge smiles and a list of hyperbolic adjectives dispensed as if being read from a teleprompter.,
"Decor very modern and stylish relaxed atmosphere.  Food was fantastic this would be a lot more expensive in a city in the UK.  Service was excellent. Robot we love â_¤ u,A lovely dining experience. This restaurant is beautifully decorated. The menu is extensive and presented as a book. You can choose to dine in 2 ways; either by ordering 4 plates, dessert and coffee for a set price, or order as many dishes as you...want, excluding dessert and drinks for a slightly higher price. We chose the latter and were not disappointed. We wrote our order down and it was delivered by robot. The food was tasty, some of the portions were tiny, but you can order as many portions as you want to. We spent 3, unhurried hours there, and thoroughly enjoyed our meal.More,Had a great night good food ...a little unusual...food is ordered on a little notebook and is delivered by robot ...great fun ..try it,The staff was excellent & attention to detail was superb & food was outstandingâ_¦. Lots of variety of flavours on the menu & the robot ð_¤_ bringing the food to the table was a fantastic touch",None,
"Everyone loves the concept of outer space, and this new restaurant takes that experience just a little bit further. If you have children or, like us are simply  big kids you will love this place.
Imagine you are in the 24th century, dining out means...your food is delivered by robot. Here the aim is not to remove people, as I suspect the waiters here do a lot more running around than you would expect .On arrival you receive the briefing from a waiter, how to order and pay on the iPad. What to do when your meal arrives via robo-buggy and then you're on your own. The menu is substantial and the food is good but who cares when it is delivered by robot eh? Most food and drink arrive at high speed by robo-buggy on aerial  rails, spiralling down out of the sky, and for those dishes that are too fragile for such treatment, they arrive by regular robot. Tasty, fun and very different, thoroughly enjoyed it.More","You put money into a slot and this ""robot"" preparers a soft serve cone (with very good ice cream) for you.",
"_º_¾asn_½ z_¡_¾itok. robot bol velmi mil_½ a prijemny __a_¡n_­k, bolo by skvele mat ho doma!
great experience, woulb be great to have robot kuka at home. very nice waitress that you can never argue with! :),There was 4 of us that came here and it is very good, loved the idea of the robot pouring a glass of wine and the whole idea of it being delivered to your table. Was not keen on the beer or food though which...was disappointing. It is worth a visit but wonâ__t return.More,Great experience. Come and be served by a robotic hand with delicious wine from southern Moravia called Dog in Dock. And wait you see the food.. :-D,What an incredible experience for technology geeks.  This is a wine bar that is really superb.  An absolute must if you want to see a robot serve up your wine and have it delivered to your table..", It?_?s robot at work.,
"We were so pleasently surprised by Pepper Parlor! Unlike many other themed cafes, the waffles at Pepper Parlor are actually tasty and the experience is so much fun! You order through a robot (who speaks English and Japanese!) and, if you're lucky, you can sit...at one of the few tables that has a robot friend. Unfortunately, those ones only speak Japanese, but we still loved eating with a robot. Hopefully, these guys will also be able to interact in English soon. Yes, it's pricey, but if you're considering a visit, it's definitely worth it!More,ã__ã__ã__ã_¼ã__ã__ã_®ã_«ã__ã_§ã__ã_¤ã__ã_«ã_§ã__ã_¾ã__ã__ï¼_ï¼_æ¸_è°·é§_ã__ã__ã__ã__ã_®æ_±æ_¥ã__ã_©ã_¶ã_«ã__ã__ã_¾ã__ã__
ä¸_è¦_å_¥ã__ã_¥ã__ã__é_°å_²æ°_ã_§ã__ã__ã__è¡_ã__ä¾¡å_¤ã__ã__ã_§ã__ï¼_å_¥åº_æ__ã_«ã__ã__ã__ã_¼ã__ã__ã__å_ºè¿_ã__ã_¦ã__ã__ã__æ³¨æ__ã_¯ã_¿ã__ã__ã__ã__ã_«ã_§è¡_ã__ã_¾ã__ã__æ_¯æ__ã__ã_¯ã_¯ã_¬ã_¸ã__ã__ã_«ã_¼ã__ã_§ã__ã__åº_å_¡ã__ã__ã__å_¼ã_¹ã_°ç_¾é__ã_§ã__æ_¯æ__ã__ã__ã__ã_§ã__(æ_ªç¢ºèª_ã_§ã__)ã__
ã_¯ã__ã__ã_«ã__ã__ã_­ã_³ã__ã__ã__ã__ç­_ã__é£_äº_ã_¨ã__ã__ã__ã__ã_¹ã__ã__ã_¯ç³»ã_®ã_¡ã__ã_¥ã_¼ã_§ã__ã__ã__ä¸_ç__å__å_½ã__ã_¢ã__ã_¼ã__ã_«ã__ã__ã_¯ã__ã__ã_«ã__ã__ã__ã_¦ã__ã_¼ã_¯ã_§ã__ã__ã__ã_ªã__ã_ªã__ã__ã__ã__ã__ã_£ã__ã_§ã__ã__
å_¤æ®µã_¯å°_ã__é«_ã__ã__ã__ã_ªæ°_ã__ã__ã_¾ã__ã__ã__ï¼_ã__ã__ã__ã_¼ã__ã__ã__ã__ã__ã_®ã_§è¨±ã__ã__ã_¾ã__ã__ç¬_
ã__ã__ã__ã_¼ã__ã__ã_¯ã_©ã_®å¸­ã_«ã__ã__ã__ã_®ã_§ã_¯ã_ªã__ã__åº§å¸­æ__å®_ã__ã__ã_¦ã__ã_¾ã__ã__ã_ªã_®ã_§ä¸_ç·_ã_«é£_äº_ã__ã__ã__å_´å__ã_¯ã__ã_®å¸­ã__ç©ºã__ã_®ã__ç__ã__ã_ªã__ã__ã_°ã__ã__ã_¾ã__ã__ã__å¹³æ_¥å¤_ã_¯ã_¬ã_©ã_¬ã_©ã_§ã__ã__ã__
é£_äº_ã__ã_£ã_¡ã_®ã__ã_§ã__ã__ã__ã_¼ã__ã__ã_¨ã_²ã_¼ã__ã__ã__ã_®ã_«å¤¢ä¸­ã_«ã_ªã__ã_¾ã__ã__ã__
å_¥ã__å_£ä»_è¿_ã_«ã_°ã__ã_ºè²©å£²ã__ã__ã__ã__ã_ªã__ã_ªã__ã_®å_¤æ®µã_§ã__ã__ã__ã__ã_§ã__ã__è²·ã__ã_ªã__ã__ã_ªã__ã_®ã_°ã__ã__ã_§ã__ã__ã__
ã__ã__ã__ã_¼ã__ã_¡ã_³ã_¯ã__ã_²è¡_ã_£ã_¦ã_¿ã_¦ã__ã__ã__ã__ã__ã_§ã__ï¼_
This is the first place to be welcomed by Pepper. Pepper is a kind of robot in Japan created by SoftBank Co. You can drink coffee, tea, and also Japanese tea. There are some snacks like fried...chicken and waffles. I recommend you to visit here if you want to experience unique Japanese latest culture.More", They even went on the robot stage and danced trashy next to the robots.,
"Server Alex did an amazing job in making our experience at Mozambican memorable!  The Moz Beef Pie was so delicious and made your mouth pop!  The Peri Peri Chicken scrumptious!!! And the desserts were amazing!!! Lemon tart was lemony and creamy!!  I recommend Mozambik!!! Love...it!!More,We did lunch. The chicken dish was so delicious and moist. The lemon tart was really good too. ASK FOR AXLE THE SERVER . He was very knowledgeable and nice.,This is the 4th time we have dined at Mozambik and food was delicious as always. Service was excellent and we love the Moz robot that delivers the food. Happy hr wine and appetizers are a fantastic value. The Bunny Chow is addictive and the...steak espetadas are tender, juicy, and beautifully presented.  Always a fun evening!More,Hi Nomadista. Thank you for leaving us such a great review! We are always so happy to hear from our guests! See you again soon!,We took our son for a birthday dinner and the food , wine and Robot entertainment were all great!
The Bunny chow was outstanding!,Hi Robert. Happy Birthday to your son! Thank you for celebrating with us. Hope to see you again soon!,My husband had an amazing time celebrating our anniversary here! The food and drinks were amazing ! Also, they have this little robot that delivers food, it was the coolest thing Iâ__ve ever seen,Congratulations on your wedding anniversary! Thank you for celebrating with us!,My husband and I have been to Mozambik restaurant in The Woodlands many times.
We have tried a lot of different dishes and have loved everything. The Wednesday night specials are an incredible value. We have to order a side of their delicious Brussels sprouts...every visit. The manager who is pregnant always comes to our table and treats us like friends! She is wonderful.More,Hi Cheryl & Dan. So good to hear from you! We appreciate all the support and kind words! Our Wednesday specials are back for the month of August so be sure to pop in and say hi!,My wife and I and a friend had dinner last Wednesday. We had  the ribs and shrimp special.  Everything was delicious. In fact, our friend said she found everything particularly tender and tasty.  I agree. 

Our very favorite manager was there, and she always makes...sure that we leave happy and satiated.More,Thank you so much for your kind words! We have passed on your message to Arielle. We hope to see you real soon!,So after viewing pictures of the dishes, I was interested in trying this restaurant out. I went with a friend & we had a wonderful surprise in experiencing the traditional dance put on by the restaurant on a Friday night. It was beautiful & they...encouraged guests to partake! Such a fun experience. The Peri Peri chicken is a must try and the desserts are decadent. The food is very flavorful with just the right amount of spice. I'd give this restaurant a 20 out of 10 if I could! No restaurant like it in the areaMore,We are thrilled to hear from you, thank you! We look forward to hosting the dancers again in September, so be sure to come over!,We have been to Mozambik a few times and enjoyed every visit. On my most recent visit  I had the Peri Peri chicken which was moist and tasty. I have never been disappointed here.,Hi K C, thanks so much for the kind words! We love to hear from our guests! See you again soon!,Super laid back feel.  Obviously trying Peri Peri chicken is a must but there is such a diverse range of food types.  Lots of veggie options as well.,Iâ__ve fallen in love with this restaurant; matter of fact, my entire family fell in love with this restaurant. The uniqueness of combination of flavors was delicious, fresh food, ambiance great. The herbs and spices of different cultures used to make the various dishes are...so delicious and amazingly yummy to the taste budsð___ð__½More,We've been twice since they opened.  Amazingly delicious food!  I've had the filet mignon Espetada and the Moz Peri Peri chicken.  Both were super yummy and cooked perfectly. Save room for the sticky toffee pudding!",He then again like a robot.. said you...have to order that online. He was like a robot and repeated the same thing!!,
